icao,manufacturer,model,icaoClass,aircraftCategoryCode,aircraftType,engineCount,engineType
TOXO,CAG (1),Toxo,LandPlane,1,4,1,1
TP40,THUNDER WINGS,Curtiss P-40,LandPlane,1,4,1,1
TPIL,ENAER,T-35DT Turbo Pillán,LandPlane,1,4,1,3
TPIN,SCOTTISH AVIATION,Twin Pioneer,LandPlane,1,5,2,1
TR1,TRIDENT,TR-1 Trigull,Amphibian,3,4,1,1
TR20,FEUGRAY,TR-200,LandPlane,1,4,1,1
TR26,FEUGRAY,TR-260 Sirius,LandPlane,1,4,1,1
TR55,3XTRIM,550 Trener,LandPlane,1,4,1,1
TRAL,GROPPO,Trail,LandPlane,1,4,1,1
TRAP,CAPELLA,T-Raptor,LandPlane,1,4,1,1
TRBA,PODESVA,Trener Baby,LandPlane,1,4,1,1
TRDO,TITAN,Tornado SS,LandPlane,1,4,1,1
TRF1,TEAM ROCKET,F-1,LandPlane,1,4,1,1
TRIM,FORD,Tri-Motor,LandPlane,1,5,3,1
TRIS,BRITTEN-NORMAN,BN-2A Mk3 Trislander,LandPlane,1,5,3,1
TRMA,STINSON,A Tri-Motor,LandPlane,1,5,3,1
TRWN,PACIFIC AIRMOTIVE,Tradewind,LandPlane,1,5,2,1
TS11,PZL-MIELEC,TS-11 Iskra,LandPlane,1,4,1,4
TS14,TEST,TST-14 Bonus,LandPlane,1,4,1,1
TS1J,JONKER,JS-1TJ Revelation,LandPlane,1,4,1,4
TS8,PZL-MIELEC,TS-8 Bies,LandPlane,1,4,1,1
TSPT,THUNDER WINGS,Supermarine Spitfire,LandPlane,1,4,1,1
TSTN,TERRAFUGIA,Transition,LandPlane,1,4,1,1
TSTR,FARRINGTON,Twinstar,Gyrocopter,1,9,1,1
TTRS,HUMBERT,Tetras,LandPlane,1,4,1,1
TTWO,PARKER,Teenie Two,LandPlane,1,4,1,1
TU16,TUPOLEV,Tu-16,LandPlane,1,5,2,4
TU22,TUPOLEV,Tu-22,LandPlane,1,5,2,4
TU95,TUPOLEV,Tu-95,LandPlane,1,5,4,3
TUCA,EMBRAER,EMB-312 Tucano,LandPlane,1,4,1,3
TUL3,PODESVA,TUL-03 Amigo,LandPlane,1,4,1,1
TUTR,AVRO,621 Tutor,LandPlane,1,4,1,1
TVL4,TRAVEL AIR,4000,LandPlane,1,4,1,1
TVLB,TRAVEL AIR,2000,LandPlane,1,4,1,1
TWEN,TECNAM,P-2010 Twenty-Ten,LandPlane,1,4,1,1
TWIR,DYN'AERO,Twin-R,LandPlane,1,5,2,1
TWSP,TIME WARP,Spitfire,LandPlane,1,4,1,1
TWST,SILENCE,Twister,LandPlane,1,4,1,1
TZRV,IRIAF,JT-2-2 Tazarve,LandPlane,1,4,1,4
U15,PHOENIX AIR,U-15 Phoenix,LandPlane,1,4,1,1
U16,GRUMMAN,HU-16 Albatross,Amphibian,3,5,2,1
U2,LOCKHEED,U-2,LandPlane,1,4,1,4
U21,BEECH,U-21G Ute,LandPlane,1,5,2,3
U22,BEECH,QU-22,LandPlane,1,4,1,1
UBAT,AUSTRALITE,Ultrabat,LandPlane,1,4,1,1
UF10,URBAN,UFM-10 Samba,LandPlane,1,4,1,1
UF13,URBAN,UFM-13 Lambada,LandPlane,1,4,1,1
UFHT,UFO,HeliThruster,Gyrocopter,1,9,1,1
UH1,BELL,UH-1A Iroquois,Helicopter,1,6,1,3
UH12,HILLER,UH-12B,Helicopter,1,6,1,1
UH1Y,BELL,UH-1Y,Helicopter,1,6,2,3
UL10,ULTIMATE,10 Albertan,LandPlane,1,4,1,1
UL20,ULTIMATE,20,LandPlane,1,4,1,1
UL2F,AEROS,UL-2000 Flamingo,LandPlane,1,4,1,1
UL45,3XTRIM,450 Ultra,LandPlane,1,4,1,1
ULPA,ULLMANN,Panther,LandPlane,1,4,1,1
ULTS,AMERICAN SPORTSCOPTER,Ultrasport 496,Helicopter,1,6,1,1
UM18,UMBAUGH,18,Gyrocopter,1,9,1,1
UNIV,NEIVA,N-621 Universal,LandPlane,1,4,1,1
URRA,IBIS (2),Urraco,LandPlane,1,4,1,1
US2,SHINMAYWA,US-2,Amphibian,3,5,4,3
UT60,UTVA,60,LandPlane,1,4,1,1
UT65,UTVA,65 Privrednik,LandPlane,1,4,1,1
UT66,UTVA,66,LandPlane,1,4,1,1
UT75,UTVA,75,LandPlane,1,4,1,1
UU12,UDET,U-12 Flamingo Replica,LandPlane,1,4,1,1
V1,GRUMMAN,OV-1 Mohawk,LandPlane,1,5,2,3
V10,NORTH AMERICAN ROCKWELL,OV-10 Bronco,LandPlane,1,5,2,3
V22,BELL-BOEING,V-22 Osprey,Tiltrotor,1,H,2,3
V221,MSW,Votec 221,LandPlane,1,4,1,1
V252,MSW,Votec 252,LandPlane,1,4,1,1
V280,BELL,V-280 Valor,Tiltrotor,1,H,2,3
V322,MSW,Votec 322,LandPlane,1,4,1,1
V351,MSW,Votec 351,LandPlane,1,4,1,1
V452,MSW,Votec 452,LandPlane,1,4,1,3
V500,REVOLUTION,Voyager-500,Helicopter,1,6,1,1
V8SP,BEACHNER,V-8 Special,LandPlane,1,4,1,1
VALI,VULTEE,BT-13 Valiant,LandPlane,1,4,1,1
VAMP,DE HAVILLAND,DH-100 Vampire,LandPlane,1,4,1,4
VANT,VISIONAIRE,VA-10 Vantage,LandPlane,1,4,1,4
VAUT,SUD,SO-4050 Vautour,LandPlane,1,5,2,4
VC10,VICKERS,VC-10,LandPlane,1,5,4,4
VELO,VELOCITY,Velocity SE,LandPlane,1,4,1,1
VELT,VELOCITY,Velocity V-Twin,LandPlane,1,5,2,1
VENT,SCHEMPP-HIRTH,Ventus 3T,LandPlane,1,4,1,1
VEZE,RUTAN,33 VariEze,LandPlane,1,4,1,1
VF2,FRY,VF-2 Esprit,LandPlane,1,4,1,1
VF35,LOCKHEED MARTIN,F-35B Lightning 2,LandPlane,1,4,1,4
VF60,VULCANAIR,VF-600 Mission,LandPlane,1,4,1,3
VG3T,AVIAKIT,Vega 3000,LandPlane,1,4,1,1
VGUL,PERCIVAL,K-1 Vega Gull,LandPlane,1,4,1,1
VIMA,VALTION,Viima,LandPlane,1,4,1,1
VIPJ,VIPER,ViperJet,LandPlane,1,4,1,4
VIPR,PAXMAN'S,Viper,LandPlane,1,4,1,1
VISC,VICKERS,Viscount,LandPlane,1,5,4,2
VISI,PRO-COMPOSITES,Vision,LandPlane,1,4,1,1
VIVA,COMPOSIT AIRPLANES,Viva,LandPlane,1,4,1,1
VIX,SKYSTAR,Kitfox Vixen,LandPlane,1,4,1,1
VIXN,AMAX,Vixen,LandPlane,1,4,1,1
VJ22,VOLMER,VJ-22 Sportsman,Amphibian,3,4,1,1
VK3P,CIRRUS,VK-30 Cirrus (piston),LandPlane,1,4,1,1
VK3T,CIRRUS,VK-30 Cirrus (turbine),LandPlane,1,4,1,3
VL3,JMB AIRCRAFT,VL-3 Evolution,LandPlane,1,4,1,1
VM1,VOL MEDITERRANI,VM-1 Esqual,LandPlane,1,4,1,1
VNOM,DE HAVILLAND,DH-112 Venom,LandPlane,1,4,1,4
VNTE,SCHEMPP-HIRTH,Ventus 3F,LandPlane,1,4,1,10
VNTR,ICP,Ventura,LandPlane,1,4,1,1
VO10,AERO COMMANDER,Commander 100,LandPlane,1,4,1,1
VOL2,VOLANTE,Volante Two,LandPlane,1,4,1,1
VP2,EVANS,VP-2 Volksplane,LandPlane,1,4,1,1
VR20,EGVOYAGER,VR-202,LandPlane,1,4,1,1
VR7,VASHON,Ranger R7,LandPlane,1,4,1,1
VSON,AMERICAN AFFORDABLE,Vision,LandPlane,1,4,1,1
VTOR,VULCANAIR,AP-68TP-600 Viator,LandPlane,1,5,2,3
VTRA,RANS,S-19 Venterra,LandPlane,1,4,1,1
VTUR,QUESTAIR,M-20 Venture,LandPlane,1,4,1,1
VUT1,EVEKTOR,VUT-100 Cobra,LandPlane,1,4,1,1
VVIG,RUTAN,27 VariViggen,LandPlane,1,4,1,1
VW10,AIRCONCEPT,VoWi-10 Airbuggy,LandPlane,1,4,1,1
VWIT,AIRCRAFT SPRUCE,V-Witt,LandPlane,1,4,1,1
W11,WOLF,W-11 Boredom Fighter,LandPlane,1,4,1,1
W135,BOEING,WC-135R,LandPlane,1,5,4,4
W201,WEATHERLY,201,LandPlane,1,4,1,1
W3,PZL-SWIDNIK,W-3 Anakonda,Helicopter,1,6,2,3
W5BC,WITTMAN,W-5 Buttercup,LandPlane,1,4,1,1
W62T,WEATHERLY,620TP,LandPlane,1,4,1,3
WA40,WASSMER,WA-40 Super 4,LandPlane,1,4,1,1
WA41,WASSMER,WA-41 Baladou,LandPlane,1,4,1,1
WA42,WASSMER,WA-421 Prestige,LandPlane,1,4,1,1
WA50,WASSMER,WA-51 Pacific,LandPlane,1,4,1,1
WA80,WASSMER,WA-80 Piranha,LandPlane,1,4,1,1
WAC9,WACO,9,LandPlane,1,4,1,1
WACA,WACO,PBA,LandPlane,1,4,1,1
WACC,WACO,C,LandPlane,1,4,1,1
WACD,WACO,D,LandPlane,1,4,1,1
WACE,WACO,E (ARE/HRE/SRE) Aristocrat,LandPlane,1,4,1,1
WACF,WACO,F,LandPlane,1,4,1,1
WACG,WACO,G,LandPlane,1,4,1,1
WACM,WACO,JWM,LandPlane,1,4,1,1
WACN,WACO,AVN,LandPlane,1,4,1,1
WACO,WACO,O,LandPlane,1,4,1,1
WACT,WACO,RPT,LandPlane,1,4,1,1
WAIX,SONEX,Waiex,LandPlane,1,4,1,1
WASP,WESTLAND,Wasp,Helicopter,1,6,1,3
WB57,MARTIN,WB-57,LandPlane,1,5,2,4
WBOO,DEAN-WILSON,DW-200 Whitney Boomerang,LandPlane,1,4,1,1
WCAT,GRUMMAN,F4F Wildcat,LandPlane,1,4,1,1
WDEX,RADAB,Windex,LandPlane,1,4,1,1
WESX,WESTLAND,WS-58 Wessex,Helicopter,1,6,2,3
WF4U,WAR,Vought F4U Corsair,LandPlane,1,4,1,1
WFOC,WAR,Focke-Wulf 190,LandPlane,1,4,1,1
WFUR,WAR,Hawker Sea Fury,LandPlane,1,4,1,1
WG30,WESTLAND,WG-30,Helicopter,1,6,2,3
WH1,WENDT,WH-1 Traveler,LandPlane,1,4,1,1
WH4,HALL,WH-4 Harpoon,LandPlane,1,4,1,3
WHAT,WHATLEY,Special,LandPlane,1,4,1,1
WHIL,WHITE LIGHTNING,WLAC-1 White Lightning,LandPlane,1,4,1,1
WHIS,GROVE,GR-2 Whisper,LandPlane,1,4,1,1
WHIT,MILES,M-11 Whitney Straight,LandPlane,1,4,1,1
WHK2,SCALED,348 White Knight Two,LandPlane,1,5,4,4
WICH,JAVELIN,Wichawk,LandPlane,1,4,1,1
WILT,ULTRALEICHTBAU,WT-01 Wild Thing,LandPlane,1,4,1,1
WIND,WATSON,GW-1 Windwagon,LandPlane,1,4,1,1
WINE,WINDECKER,Eagle,LandPlane,1,4,1,1
WIRR,COMMONWEALTH (1),CA-16 Wirraway,LandPlane,1,4,1,1
WISP,WHISPER,Whisper,LandPlane,1,4,1,1
WLBY,FLY SYNTHESIS,Wallaby,LandPlane,1,4,1,1
WM2,MILLER (2),WM-2,LandPlane,1,4,1,1
WOPU,AEROSPORT,Woody Pusher,LandPlane,1,4,1,1
WP40,WAR,Curtiss P-40 Kittyhawk,LandPlane,1,4,1,1
WP47,WAR,Republic P-47 Thunderbolt,LandPlane,1,4,1,1
WS22,SPRING,WS-202 Sprint,LandPlane,1,4,1,1
WSP,AAK,Wasp,LandPlane,1,4,1,1
WT10,AEROSPOOL,WT-10 Advantic,LandPlane,1,4,1,1
WT9,AEROSPOOL,WT-9 Dynamic,LandPlane,1,4,1,1
WUSH,WÜST,Shark,Amphibian,3,4,1,1
WW1,WHITE,WW-1 Der Jäger D-9,LandPlane,1,4,1,1
WW23,IAI,1123 Westwind,LandPlane,1,5,2,4
WW24,IAI,1124 Westwind 2,LandPlane,1,5,2,4
WZ10,CHANGHE,WZ-10,Helicopter,1,6,2,3
WZER,WAR,Mitsubishi Zero,LandPlane,1,4,1,1
X2,SIKORSKY,X-2,Helicopter,1,6,1,3
X3,EUROCOPTER,X-3,Helicopter,1,6,2,3
X4,ROBIN,X-4,LandPlane,1,4,1,1
X47B,NORTHROP GRUMMAN,X-47B,LandPlane,1,4,1,4
X49,PIASECKI,X-49 SpeedHawk,Helicopter,1,6,2,3
XA41,XTREMEAIR,XA-41,LandPlane,1,4,1,1
XA42,XTREMEAIR,XA-42,LandPlane,1,4,1,1
XA85,RAJ HAMSA,XA-85 X-Air LS,LandPlane,1,4,1,1
XAIR,RAJ HAMSA,X-AIR Falcon,LandPlane,1,4,1,1
XB1,BOOM,XB-1,LandPlane,1,5,3,4
XL2,LIBERTY (2),XL-2,LandPlane,1,4,1,1
XNON,ABS AEROLIGHT,Xenon,Gyrocopter,1,9,1,1
XNOS,SONEX,Xenos,LandPlane,1,4,1,1
XV15,BELL,XV-15,Tiltrotor,1,H,2,3
Y11,HARBIN,Y-11,LandPlane,1,5,2,1
Y112,YAKOVLEV,Yak-112,LandPlane,1,4,1,1
Y12,HARBIN,Y-12E Harbinger,LandPlane,1,5,2,3
Y12F,HARBIN,Y-12F Aircar,LandPlane,1,5,2,3
Y130,YAKOVLEV,Yak-130,LandPlane,1,5,2,4
Y18T,YAKOVLEV,Yak-18T,LandPlane,1,4,1,1
Y20,XIAN,Y-20 Kunpeng,LandPlane,1,5,4,4
YA1,YEOMAN,YA-1 Cropmaster,LandPlane,1,4,1,1
YAK3,YAKOVLEV,Yak-3,LandPlane,1,4,1,1
YAK9,YAKOVLEV,Yak-9,LandPlane,1,4,1,1
YALE,NORTH AMERICAN,BT-9 Yale,LandPlane,1,4,1,1
YARR,ARROW (2),Yarrow Arrow,LandPlane,1,4,1,1
YAST,SGAU,Yastreb,LandPlane,1,4,1,1
YC12,CHASLE,YC-12 Tourbillon,LandPlane,1,4,1,1
YK11,YAKOVLEV,Yak-11,LandPlane,1,4,1,1
YK12,YAKOVLEV,Yak-12,LandPlane,1,4,1,1
YK18,YAKOVLEV,Yak-18,LandPlane,1,4,1,1
YK28,YAKOVLEV,Yak-28,LandPlane,1,5,2,4
YK30,YAKOVLEV,Yak-30,LandPlane,1,4,1,4
YK38,YAKOVLEV,Yak-38,LandPlane,1,5,3,4
YK40,YAKOVLEV,Yak-40,LandPlane,1,5,3,4
YK42,YAKOVLEV,Yak-42,LandPlane,1,5,3,4
YK50,YAKOVLEV,Yak-50,LandPlane,1,4,1,1
YK52,YAKOVLEV,Yak-52,LandPlane,1,4,1,1
YK53,YAKOVLEV,Yak-53,LandPlane,1,4,1,1
YK54,YAKOVLEV,Yak-54,LandPlane,1,4,1,1
YK55,YAKOVLEV,Yak-55,LandPlane,1,4,1,1
YK58,YAKOVLEV,Yak-58,LandPlane,1,4,1,1
YL15,BOEING,YL-15 Scout,LandPlane,1,4,1,1
YNHL,AVIAIMPEX,KT-112 Yanhol,Helicopter,1,6,2,1
YS11,NAMC,YS-11,LandPlane,1,5,2,3
YUKN,MURPHY,Yukon,LandPlane,1,4,1,1
YUNO,SHUYA,Yunona,LandPlane,1,4,1,1
YURO,SOKO-CNIAR,J-22 Orao,LandPlane,1,5,2,4
Z22,ZLIN,Z-22 Junak,LandPlane,1,4,1,1
Z26,ZLIN,Z-26 Trener,LandPlane,1,4,1,1
Z37P,LET,Z-37 Cmelák,LandPlane,1,4,1,1
Z37T,MORAVAN,Z-37T Agro Turbo,LandPlane,1,4,1,3
Z42,ZLIN,Z-42,LandPlane,1,4,1,1
Z43,ZLIN,Z-43,LandPlane,1,4,1,1
Z50,ZLIN,Z-50,LandPlane,1,4,1,1
ZA6,AEROKOPTER,ZA-6 Sanka,Helicopter,1,6,1,1
ZEP2,ARNET PEREYRA,Zephyr 2,LandPlane,1,4,1,1
ZEPH,ATEC,122 Zephyr,LandPlane,1,4,1,1
ZERO,MITSUBISHI,A6M Zero,LandPlane,1,4,1,1
ZIA,APPLEBAY,Zia,LandPlane,1,4,1,1
ZIU,TAI,ZIU,LandPlane,1,4,1,1
ZULU,BUL,Zùlù,LandPlane,1,4,1,1
ZZZZ-AR5,TEKEVER,AR-5,LandPlane,1,5,2,1
ZZZZ-BACE,CORBEN,Baby Ace D,LandPlane,1,4,1,1
ZZZZ-BAY2,BAYKAR,Bayraktar TB2,LandPlane,1,4,1,1
ZZZZ-CX4,THATCHER LIGHT AIRCRAFT,CX4,LandPlane,1,4,1,1
ZZZZ-CX7,THATCHER LIGHT AIRCRAFT,CX7,LandPlane,1,4,1,1
ZZZZ-DUCK,GRUMMAN,J2F Duck,LandPlane,1,4,1,1
ZZZZ-E260,EXTRA,EA-260,LandPlane,1,4,1,1
ZZZZ-EUFIT,EUROFIGHTER,Eurofighter (T) 2000,LandPlane,1,5,2,4
ZZZZ-F16D,GENERAL DYNAMICS,F-16D Fighting Falcon,LandPlane,1,4,1,4
ZZZZ-F18E,MCDONNELL DOUGLAS,FA-18E Super Hornet,LandPlane,1,5,2,4
ZZZZ-F18F,MCDONNELL DOUGLAS,FA-18F Super Hornet,LandPlane,1,5,2,4
ZZZZ-JAS4,JOBY AERO INC.,JAS4-2,LandPlane,1,5,6,10
ZZZZ-JT1,TAYLOR,JT-1 Monoplane,LandPlane,1,4,1,1
ZZZZ-KJ500,SHAANXI,KJ-500,LandPlane,1,5,4,2
ZZZZ-KZO,RHEINMTALL,KZO,LandPlane,1,4,1,1
ZZZZ-LARK,HELTON,Lark 95,LandPlane,1,4,1,1
ZZZZ-MC30,COLOMBAN,MC-30 Luciole,LandPlane,1,4,1,1
ZZZZ-NFEX,NF-AIRCRAFT,Explorer,LandPlane,1,4,1,1
ZZZZ-PENC,UAV FACTORY,Penguin C,LandPlane,1,4,1,1
ZZZZ-RQ21,BOEING INSITU,RQ-21 Blackjack,LandPlane,1,4,1,1
ZZZZ-RQ7,AAI,RQ-7 Shadow,LandPlane,1,4,1,1
ZZZZ-RQ8C,NORTHROP GRUMMAN,MQ-8C Fire Scout,Helicopter,1,6,1,3
ZZZZ-S100,SCHIEBEL,S-100 Camcopter,Helicopter,1,6,1,1
ZZZZ-S401,SCALED,SC.401,LandPlane,1,4,1,4
ZZZZ-S750,AERO-EAST-EUROPE,S750,LandPlane,1,4,1,1
ZZZZ-SG26,SCHWEIZER,SGS 1-26,LandPlane,1,1,0,0
ZZZZ-SMS1,SPACEK,Minisport SD-1,LandPlane,1,4,1,1
ZZZZ-SPJT,Mitsubishi,SpaceJet,LandPlane,1,4,1,4
ZZZZ-SR10,CIRRUS,SR-10,LandPlane,1,4,1,1
ZZZZ-TT1,TEMCO,TT-1 Pinto,LandPlane,1,4,1,4
ZZZZ-VELX,VELOX,Revolution II,LandPlane,1,4,1,1
ZZZZ-YUN9,SHAANXI,Y-9,LandPlane,1,5,4,3
`JUN1`,KAMINSKAS,RK-1 Jungster 1,LandPlane,1,4,1,1
`JUN2`,KAMINSKAS,RK-2 Jungster 2,LandPlane,1,4,1,1
